Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days,
2003,WHDH-TV,NBC,Boston,3,analog,TRADING SPACES: BOYS VS. GIRLS,core,network,"SATURDAYS, 12 NOON - 12:30 PM",11,2,30,9,14,"BOYS AND GIRLS GET TO SHOW HOW WELL THEY KNOW EACH OTHER, HOW EFFECTIVELY THEY CAN MANAGE A BUDGET, AND HOW SKILLFULLY THEY CAN EXECUTE A DESIGN PLAN IN ""TRADING SPACES: BOYS VS. GIRLS."" EACH WEEK A BOY OR GIRL WILL BE GIVEN TWO DAYS AND $5000 DOLLARS TO COMPLETE A RENOVATION OF THEIR PARTNER'S ROOM. THE SPACE MIGHT BE A BEDROOM, A RECREATION ROOM, OR A CLUB HOUSE, BUT THE DESIGNER HAS TO SHOW HIS OR HER KNOWLEDGE OF THE OTHER PERSON'S PREFERENCES, HOBBIES, AND LIFESTYLE TO COME UP WITH A GOOD DESIGN. THEN, THE CHALLENGE OF BALANCING THE BUDGET AND FIGURING OUT THE RENOVATION PROCESS BEGINS. PARTICIPANTS WILL LEARN MEASUREMENT, SPATIAL REASONING, AND PRINCIPLES OF AESTHETIC DESIGN AS THEY GO THROUGH THE EXPERIENCE. IN THE END, THEY WILL FIND OUT IF THEIR KNOWLEDGE AND PERCEPTION OF THEIR PARTNER WAS ON OR OFF BASE.",2,n/a,n/a,n/a,
2003,WHDH-TV,NBC,Boston,3,analog,ENDURANCE,core,network,"SATURDAYS, 12:30 PM - 1:00 PM",11,2,30,9,14,"IN THIS REALITY SERIES MADE JUST FOR KIDS, 20 YOUNG PEOPLE ARE BROUGHT TO AN ISLAND IN THE PACIFIC ON A QUEST TO SUCCEED IN CHALLENGES THAT REQUIRE STRATEGY, AGILITY AND PHYSICAL STRENGTH. THEY HAVE TO FORGE STRONG BONDS WITH STRANGERS, TEST THEIR LOYALTY AND HONESTY, AND DEAL WITH LOSS AND BETRAYAL. EACH OF 10 TW0-PERSON TEAMS AIMS TO MAKE IT THROUGH 12 LEVELS OF COMPETITION TO WIN AN EXOTIC TRAVEL ADVENTURE. THE AUDIENCE WILL BE EXPOSED TO HISTORICAL INFORMATION ABOUT GREAT FEATS OF ENDURANCE, FROM HOUDINI'S ESCAPE ARTISTRY TO SIR EDMUND HILLARY'S ASCENT OF MOUNT EVEREST. OVERALL, THE COMPETITION BALANCES LUCK OR FATE AGAINST PERSONAL EFFORT SO THAT THE CONTESTANTS LEARN TO BALANCE INTELLECT WITH INTUITION IN DEVELOPING THEIR WINNING STRATEGY. NARRATION AND INTERVIEWS TRACE THE EMOTIONAL GROWTH AND INSIGHTS OF THE CONTESTANTS, WITH AN EMPHASIS ON HOW THE EXPERIENCE OF COMPETITION AND TEAMWORK TEACHES BOTH SOCIAL SKILLS AND LIFE SKILLS FOR ACHIEVING SUCCESS WITH YOUR GOALS.",2,n/a,n/a,n/a,
2003,WHDH-TV,NBC,Boston,3,analog,STRANGE DAYS AT BLAKE HOLSEY HIGH,core,network,"SATURDAYS, 1:00 PM - 1:30 PM",10,3,30,9,14,"IN THIS PROGRAM JOSIE TRENT, A FEISTY INDEPENDENT-THINKING GIRL, IS SENT TO BLAKE HOLSEY HIGH, AN UNUSUAL PRIVATE SCHOOL WHERE SCIENTIFIC MYSTERIES AND ODDITIES ARE THE RULE. THE NERDY SCIENCE CLUB BECOMES THE IN-CROWD WHEN THEY USE SCIENTIFIC KNOWLEDGE AND THEORIES TO INVESTIGATE THESE STRANGE HAPPENINGS. THE EDUCATIONAL GOAL OF THE PROGRAM IS TO EMBED SCIENTIFIC CONTENT IN A NARRATIVE STORY WITH STRONG SOCIO-EMOTIONAL MESSAGES. IN EACH EPISODE, ONE OF THE MAIN CHARACTERS MODELS A LEARNING PROCESS THAT RELATES TO THEIR SOCIAL COMPETENCE. EACH EPISODE ALSO EXPLORES SCIENCE CONTENT. SPECIFIC OBJECTIVES ARE TO EXPOSE THE AUDIENCE TO CONTENT ABOUT PHYSICAL SCIENCES, SUCH AS BLACK HOLES, VORTEXES, GRAVITY, ELECTRICITY, SATELLITE TRANSMISSIONS AND RADIO FREQUENCIES. THROUGH THE CHARACTERS' EXPERIMENTS THE AUDIENCE IS EXPOSED TO SCIENTIFIC METHOD, HYPOTHESIS TESTING AND ANALYSIS OF DATA.",3,n/a,n/a,n/a,
2003,WHDH-TV,NBC,Boston,3,analog,SCOUT'S SAFARI,core,network,"SUNDAYS, 7:00 - 7:30 AM",12,1,30,9,14,"THIS PROGRAM CHRONICLES A YOUNG AMERICAN GIRL'S COMING-OF-AGE. BORN AND RAISED IN NEW YORK CITY, SCOUT - A TYPICAL HAPPY, 12 YEAR OLD GIRL - SUDDENLY FINDS HERSELF LIVING WITH HER MOM IN A REMOTE AREA IN SOUTH AFRICA. MINUS THE COMFORTS AND CONVENIENCES OF MODERN SOCIETY, SCOUT COMES FACE TO FACE WITH NATURE AND LEARNS VALUABLE LESSONS ABOUT WHAT REALLY MATTERS IN LIFE. SHE LEARNS THE IMPORTANCE OF BEING OPEN TO NEW EXPERIENCES AND BEING WILLING TO TEST HERSELF WITH NEW CHALLENGES. LVING ON A GAME RESERVE, SHE DEVELOPS A GIFT FOR WORKING WITH ANIMALS, AND THROUGH HER NEW FRIENDS, SHE DISCOVERS THE TRUE MEANING OF CULTURAL DIVERSITY. THE OVERARCHING GOAL OF THE SERIES IS FOR THE MAIN CHARACTER TO MODEL A LEARNING PROCESS FOR THE AUDIENCE THAT CHARTS HER SOCIO-EMOTIONAL GROWTH AS SHE ADJUSTS TO A COMPLETELY NEW LIFE. BY THE END OF EACH EPISODE, SCOUT WILL HAVE MOVED FROM ONE LEVEL OF KNOWLEDGE TO A HIGHER LEVEL OF KNOWLEDGE OR INSIGHT. ALSO, AS THE FIRST CHILDREN'S SHOW ACTUALLY FILMED ON LOCATION IN AN AFRICAN ANIMAL RESERVE, THE PROGRAM WILL EXPOSE THE AUDIENCE TO FACTUALLY ACCURATE CONTENT ABOUT THREATS TO THE ENVIRONMENT AND PRESERVING ANIMAL SPEICIES IN THEIR NATURAL HABITATS.",0,n/a,n/a,n/a,
2003,WHDH-TV,NBC,Boston,3,analog,KENNY THE SHARK,core,network,"SATURDAYS, 11:00-11:30AM",9,0,30,9,14,"WHEN A SHARK LIVES AMONG HUMANS, GETTING ALONG IN THE WORLD IS ONE TOUGH CHALLENGE AFTER ANOTHER. KENNY THE SHARK IS ABOUT A TIGER SHARK THAT HAS MADE THE TRANSITION FROM SEA TO LAND, BUT HAS DIFFICULTY ADAPTING TO NEW CONDITIONS. HE LIVES WITH KAT, A MIDDLE SCHOOL STUDENT, AND HER FAMILY. IN THE PROCESS OF WATCHING KENNY DEAL WITH THIS SITUATION, WE LEARN REAL-WORLD FACTS ABOUT SHARK BEHAVIOR, HABITS AND BIOLOGY. WE ALSO LEARN A LOT ABOUT HOW TO UNDERSTAND MULTIPLE PERSPECTIVES ON A PROBLEM. IN EACH EPISODE, KENNY AND KATE HAVE TO SOLVE A PROBLEM THAT REQUIRES ONE OF THEM TO BE GENEROUS, COOPERATIVE, HARDWORKING, HONEST, UNSELFISH OR RESPONSIBLE. THE SITUATIONS THEY FACE ARE COMEDIC AND ACTION-PACKED EXTENSIONS OF THE INCONGRUOUS CIRCUMSTANCES OF KENNY'S LIFE.",99,n/a,n/a,n/a,
2003,WHDH-TV,NBC,Boston,3,analog,TUTENSTEIN,core,network,"SATURDAYS, 11:30AM-12NOON",9,0,30,9,14,"TUT-EN-STEIN IS AN ANIMATED SHOW FEATURING THE RESURRECTED MUMMY OF AN EGYPTIAN BOY-KING. AFTER THE DISCOVERY OF HIS TOMB, THE ENTIRE BURIAL CHAMBER WITH ARTIFACTS IS BROUGHT TO A METROPOLITAN MUSEUM FOR A PERMANENT EXHIBIT AND SCIENTIFIC RESEARCH. TUT COMES ALIVE SHORTLY AFTER HIS ARRIVAL AND CONNECTS WITH CLEO, A TEENAGE MUSEUM INTERN AND HER CAT LUXOR. EACH EPISODE TEACHES THE AUDIENCE ABOUT EGYPTIAN HISTORY, MYTHOLOGY AND BELIEF SYSTEMS. BECAUSE TUT'S RESURRECTION IS A SECRET, CLEO HAS TO DRAW ON HER KNOWLEDGE OF EGYPTOLOGY TO UNDERSTAND THE MUMMY AND HIS FRAME OF REFERENCE. MORE IMPORTANTLY, SHE AND TUT USE THE CHARACTERS, GODS, DEMONS AND ARTICLES FROM THE TOMB TO SOLVE THE MANY PROBLEMS THEY ENCOUNTER WHEN TUT FORGETS THE RULES OF ENGAGEMENT AND VENTURES OUT IN TO THE WORLD ON HIS OWN.",99,n/a,n/a,n/a,
2003,WHDH-TV,NBC,Boston,3,analog,ANIMAL RESCUE,non-core,syndicated,"SATURDAYS, 6:30 - 7:00 AM",13,0,30,13,16,"ANIMAL RESCUE SHOWCASES SPECTACULAR RESCUES OF ALL TYPES OF ANIMALS AND FOCUSES ON THE WORK OF DEDICATED INDIVIDUALS WHO TREAT THE VARIOUS CREATURES OF THE ANIMAL KINGDOM. ALL STORIES ARE AUTHENTIC AND CONTAIN ACTUAL VIDEO OF RESCUES. SERIES IS ""G"" RATED AND IS SUITABLE FOR FAMILY VIEWING.",99,n/a,n/a,n/a,
2003,WLVI-TV,WB Network,Boston,3.5,analog,WILD AMERICA,core,syndicated,SATURDAY'S 7AM,13,0,30,13,16,"Wild America's key educational objective is to familiarize children with the animals of the North American continent, their interaction with other animals and their environment. Throughout the series, emphasis is placed upon protecting endangered species and the impact that humans have while interacting in their environment. Children achieve a greater understanding of nature and specific animal species because of the up-close and detailed photography of the series. Through this understanding, children better relate to the natural environment as it exists in North America and learn to protect its natural species.",99,n/a,n/a,n/a,
2003,WLVI-TV,WB Network,Boston,3.5,analog,ARCHIE'S WEIRD MYSTERIES,core,syndicated,WED & THURS 7:30 AM,25,2,30,8,11,"Each week Archie and the gang negotiate their way through yet another ""weird mystery."" They encounter many of the same problems and issues confronting today's pre-teens: how to get along with others; how to build and maintain self-confidence; what kinds of values and behaviors lead to both self-respect and respect from others. Because Archie, Jughead, Betty, Veronica, and their classmates are engaging characters with whom young viewers easily identify, they serve as excellent role models. As they deal with such pro-social issues as honesty, perseverance, dependability diversity, self-reliance, and self-respect, their struggles and what they finally learn provide young viewers with the kinds of ""life lessons"" that study after study indicates parents and teachers value.",2,n/a,n/a,n/a,
2003,WLVI-TV,WB Network,Boston,3.5,analog,THE LITTLES,core,syndicated,FRI & SAT 7:30 AM,26,0,30,5,9,"This series focuses on one particular family of Littles - Grandpa, Mom and Dad, Dinky, and the two youngest: Tom and Lucy. In their quest to become productive adults, the Littles and their friend Henry face the same kinds of problems that young children face every day - issues of friendship, jealousy, honesty, prejudice, consideration for others, kindness, responsibility, risk-taking ... and more. Each episode of the Littles focuses on one such issue, presenting it in explicit, concrete terms. And young, attractive characters with whom children can identify carry out these actions, they serve as excellent role models for young viewers. Younger and older children, boys and girls, loners and social butterflies...all can find a character with whom to identify and from whom to learn. And last but far from least, the character of Grandpa, a wise, experienced, older Little who clearly loves and cares for the Little kids, functions as the kind of non-threatening, non-didactic teacher to whom children respond. He frequently articulates the lesson inherent in the action as he interacts with and advises the Little children. He is the best kind of teacher. The exciting adventures of the Littles and the suspense generated by their frequent narrow escapes from Dr Hunter are designed to capture and hold young viewers' attention. The explicitness with which each lesson is articulated and role models with whom children can identify are designed to ensure that children note and understand the embedded pro-social content as they derive delight from the action.",99,n/a,n/a,n/a,
2003,WLVI-TV,WB Network,Boston,3.5,analog,SABRINA'S SECRET LIFE,core,syndicated,MON & TUES 7:30 AM,25,1,30,8,12,"Young Sabrina's lessons in how to be a good witch are demanding, but they pale in comparison to what she must learn in order to be a good human: loyalty, honesty, self-efficacy, tolerance, perseverance, independence. Each week Sabrina confronts her two sides and discovers that the magic of becoming human is even more demanding and more powerful than the magic of the Netherworld. As she struggles to understand and master her human side, Sabrina serves as an ideal role-model for the eight- to twelve-year-old audience. Sabrina is positive, self-reliant, competent...and open to new ideas. She listens, learns, and does what is necessary to reinforce the lesson for others. And with the help and guidance of her family and friends both Sabrina and the viewing audience come to understand what it takes to become a fully functioning, truly good human being. Attractive and engaging characters, entertaining story lines that mirror the kinds of issues and situations that concern children in middle childhood, and stories that flow from and examine those issues in concrete, explicit terms that children can understand.",1,n/a,n/a,n/a,
2003,WMFP,n/a,Boston,3,analog,NEW ZOO REVUE,core,syndicated,Wednesdays 7am to 10am,84,0,30,3,12,"Various topics are used in skits using people and puppets to teach everyday topics such as kindness, friendship, etc. This show is endorsed by the NEA.",99,n/a,n/a,n/a,
2003,WMUR-TV,ABC,Boston,4,analog,DISNEY'S FILLMORE,core,network,Saturdays 9:00-9:30 am,13,0,30,9,12,"Fillmore is a detective series that takes place in a middle school. The stars of the stories are the members of X Middle School's Safety Patrol, a multi-ethnic group of youth who wear the orange sash and badge of peer authority. They investigate and foil ",99,n/a,n/a,n/a,
2003,WMUR-TV,ABC,Boston,4,analog,THE PROUD FAMILY,core,network,Saturdays 9:30-10:00 am,13,0,30,10,13,"The Proud Family follows the daily activities of fourteen-year-old Penny Proud and her African-American family consisting of parents Trudy Proud (a veterinarian) and Oscar Proud (self-employed businessman), a no-nonsense Grandmother Suga Mama who resides ",99,n/a,n/a,n/a,
2003,WMUR-TV,ABC,Boston,4,analog,LIZZIE MCGUIRE,core,network,Saturdays 10:00-10:30 am,13,0,30,9,12,"Lizzie McGuire is the story of an ingenious twelve-year-old girl who attends an ethnically diverse middle school. Her best friends are Miranda, a feisty Hispanic girl, and a boy named Gordo. Lizzie has a gifted younger brother who is frequently the source of conflict. Their parents handle their children's crises with humor and affection. Stories are realistic, revolving around school issues, rules, peer pressure, the struggle to find a comfortable identity, trust, facing one's mistakes, and the emotional ups-and-downs of pre-adolescence. Particular strengths of this series are its believability and the creation of a live action series that features a strong, positive girl in the lead role.",99,n/a,n/a,n/a,
2003,WMUR-TV,ABC,Boston,4,analog,THAT'S SO RAVEN,core,network,Saturdays 10:30-11:00 am,13,0,30,10,13,"Raven, a young teen who has inherited her grandmother's trait of clairvoyance, is a normal, happy and resourceful young woman. However, at times Raven worries that she is a freak because of her clairvoyant abilities. She has a younger brother, Cory, age t",99,n/a,n/a,n/a,
2003,WMUR-TV,ABC,Boston,4,analog,LILO & STITCH: THE SERIES,core,network,Saturdays 11:00-11:30 am,13,0,30,7,10,"Lilo, a precocious girl of about five, and her alien pet Stitch live with Lilo's sister Nani. Nani is trying to keep their little family together after the tragic death of their parents in an automobile accident. Although still a teen herself, Nani works ",99,n/a,n/a,n/a,
2003,WMUR-TV,ABC,Boston,4,analog,DISNEY'S RECESS,core,network,Saturdays 11:30 am-12:00 noon,13,0,30,8,12,Disney's Recess is a collection of stories about six fourth-grade children who attend public school. These children are an ethnically diverse and gender diverse group. Their experiences at Third Street school deliver messages about problems common to midd,99,n/a,n/a,n/a,
2003,WMUR-TV,ABC,Boston,4,analog,JACK HANNA'S ANIMAL ADVENTURE,core,syndicated,Sundays 9:30-10:00 am,12,1,30,13,16,"An informative, half-hour series that teaches about wild animals, natural habitats and the environment.",0,n/a,n/a,n/a,
2003,WMUR-TV,ABC,Boston,4,analog,EYEWITNESS NEWS KIDS,core,syndicated,Sundays 10:00-10:30 am,12,1,30,13,16,"Hosted by a diverse team of young journalists. The child-oriented newscast covers serious news topics like terrorism, bullying, health issues as well as entertainment. International news and a regular segment with the Weekly Reader will also be featured.",0,n/a,n/a,n/a,
2003,WMUR-TV,ABC,Boston,4,analog,REAL LIFE 101,non-core,syndicated,Saturdays 6:30-7:00 am,13,0,30,13,16,"In ""Real Life 101"" kid reporters visit real-life jobs and careers and present them in an energetic, informative and educational format. In 1999 a study by the Annenberg Public Policy Center of the University of Pennsylvania found ""Real Life 101"" to be a h",99,n/a,n/a,n/a,
2003,WNDS,n/a,Boston,3,analog,CRITTER GITTERS,core,syndicated,MONDAY 3:30 PM,13,0,30,6,16,"THE ""CRITTER GITTERS TEAM"" WORKS TO EDUCATE VIEWERS ABOUT CERTAIN TYPES OF ANIMALS FROM ALL AROUND THE WORLD INCLUDING WHERE THEY LIVE, THE FOOD THEY EAT TO SURVIVE AND THEIR PUPROSE IN THE ANIMAL KINGDOM.",99,n/a,n/a,n/a,
2003,WNDS,n/a,Boston,3,analog,JACK HANNA'S ANIMAL ADVENTURES,core,syndicated,TUESDAY AND THURSDAY 3:30 PM,26,0,30,7,16,"JACK HANNA TAKES VIEWERS TO VARIOUS COUNTRIES AND LOCALES TO LEARN MORE ABOUT THE ANIMALS THAT INHABIT THAT REGION. RESPECT FOR ANIMALS IS TAUGHT AS JACK EXPLAINS THAT ANIMALS, IF TREATED PROPERLY, ARE NOT TO BE FEARED.",99,n/a,n/a,n/a,
2003,WNDS,n/a,Boston,3,analog,WILD AMERICA,core,syndicated,WEDNESDAY 3:30 PM,14,0,30,6,16,"FROM LOCATIONS ALL ACROSS THE COUNTRY, WILD AMERICA BRINGS VIEWERS ALL THE WONDER AND EXCITEMENT OF AMERICA'S NATURAL WILDLIFE HERITAGE. VIEWERS LEARN WHICH ANIMALS ARE NATIVE TO WHICH REGIONS AND ALSO SHOWS HOW THEY LIVE AND SURVIVE IN THEIR HABITAT.",99,n/a,n/a,n/a,
2003,WNDS,n/a,Boston,3,analog,ANIMAL RESCUE,core,syndicated,FRIDAY 3:00 PM,12,0,30,5,15,"THIS PROGRAM CHRONICLES THE ADVENTURES OF TEAMS OF ANIMAL RESCUE PERSONNEL, WHO GO ABOUT SAVING ANIMALS IN TROUBLE. THE RESCUERS TAKE EXTREME CARE WHEN HELPING THE ANIMALS. VIEWERS LEARN THAT IF THEY SEE ANIMALS IN TROUBLE, THEY SHOULD CONTACT PROFESSIONALS IMMEDIATELY.",99,n/a,n/a,n/a,
2003,WNDS,n/a,Boston,3,analog,ANYPLACE WILD,core,syndicated,FRIDAY 3:30 PM,12,0,30,6,16,"THIS SHOW TAKES VIEWERS TO DIFFERENT WILDERNESS DESTINATIONS AND TEACHES ABOUT THE AREA'S FLORA AND FAUNA, ITS NATURAL HISTORY, WILDLIFE AND GEOGRAPHY. IT UNRAVELS THE MYSTERY OF FAR-OFF PLACES AND THE ANIMALS WHO CALL THESE PLACES HOME.",99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,LAS TRES MELLIZAS,core,network,Saturdays 7:00 am from 10/4-11/22,8,0,30,4,8,"The enchanting adventures of a set of triplets who embark on adventures, battle villains and discover secrets held in great classics of literature and fairy tales. It teaches the value of friendship, consideration, social themes and ecological themes found in such children's classics of literature.",99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,LAS TRES MELLIZAS,core,network,Saturdays 7:30-8:00 am,13,0,30,4,8,"The enchanting adventures of a set of triplets who embark on adventures, battle villains and discover secrets held in great classics of literature and fairy tales. It teaches the value of friendship, consideration, social themes and ecological themes found in such children's classics of literature.",99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,JACKIE CHAN'S ADVENTURES,core,network,"Saturdays 8:00-8:30, from 10/4-11/22",8,0,30,8,12,"Jackie Chan is no ""Superman"", he is somewhat ordinary man, of average stature, who speaks plainly. He is, however, super in the way each of us has the power to be. By means of Jackie's overarching empathy and concern for others, his underlying strength of character, courage, ingenuity, hard work and perseverance, he is able to vanquish opponents and achieve amazing goals. By viewing the way in which Jackie Chan meets life's challenges, children may be inspired to make the most of their unique abilities, to act proactively and heroically and to fulfill their own potential for helping.",99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,DRAGON TALES,core,network,Sundays 8:00-8:30 am starting 11/30,5,0,30,4,8,Dragon Tales is designed to increase children's collection of strategies to deal with the everyday challenges of growing up. It encourages young children to pursue the challenging experiences that support their growth and development. It helps young children recognize that there are many ways to approach and learn from the challenging experiences in their lives and that to try and not succeed fully is a natural and valuable part of learning.,99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,JACKIE CHAN'S ADVENTURES,core,network,Saturdays 8:30-9:00 am from 10/4-11/22,8,0,30,8,12,"Jackie Chan is no ""Superman"", he is somewhat ordinary man, of average stature, who speaks plainly. He is, however, super in the way each of us has the power to be. By means of Jackie's overarching empathy and concern for others, his underlying strength of",99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,DRAGON TALES,core,network,Saturdays 8:30-9:00 am starting 11/29,5,0,30,4,8,Dragon Tales is designed to increase children's collection of strategies to deal with the everyday challenges of growing up. It encourages young children to pursue the challenging experiences that support their growth and development. It helps young child,99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,LAS TRES MELLIZAS,core,network,SUNDAYS 8:00-8:30AM FORM 10/5-11/23,8,0,30,4,8,"The enchanting adventures of a set of triplets who embark on adventures, battle villains and discover secrets held in great classics of literature and fairy tales. It teaches the value of friendship, consideration, social themes and ecological themes foun",99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,DRAGON TALES,core,network,Sundays 8:30-9:00 am starting 11/30,5,0,30,4,8,Dragon Tales is designed to increase children's collection of strategies to deal with the everyday challenges of growing up. It encourages young children to pursue the challenging experiences that support their growth and development. It helps young child,99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,LAS TRES MELLIZAS,core,network,Sundays 8:30-9:00 am from 10/5-11/23,8,0,30,4,8,"The enchanting adventures of a set of triplets who embark on adventures, battle villains and discover secrets held in great classics of literature and fairy tales. It teaches the value of friendship, consideration, social themes and ecological themes foun",99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,DRAGON TALES,core,network,Sundays 8:30-9:00 am starting 11/30,5,0,30,4,8,Dragon Tales is designed to increase children's collection of strategies to deal with the everyday challenges of growing up. It encourages young children to pursue the challenging experiences that support their growth and development. It helps young children recognize that there are many ways to approach and learn from the challenging experiences in their lives and that to try and not succeed fully is a natural and valuable part of learning.,99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,JACKIE CHAN'S ADVENTURES,core,network,Sundays 9:00-9:30 am from 10/5-11/23,8,0,30,8,12,"Jackie Chan is no ""Superman"", he is somewhat ordinary man, of average stature, who speaks plainly. He is, however, super in the way each of us has the power to be. By means of Jackie's overarching empathy and concern for others, his underlying strength of",99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,LAS TRES MELLIZAS,core,network,Sundays 9:00-9:30 am starting 11/30,5,0,30,4,8,"The enchanting adventures of a set of triplets who embark on adventures, battle villains and discover secrets held in great classics of literature and fairy tales. It teaches the value of friendship, consideration, social themes and ecological themes foun",99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,JACKIE CHAN'S ADVENTURES,core,network,Sundays 9:30-10:00 am from 10/5-11/23,8,0,30,8,12,"Jackie Chan is no ""Superman"", he is somewhat ordinary man, of average stature, who speaks plainly. He is, however, super in the way each of us has the power to be. By means of Jackie's overarching empathy and concern for others, his underlying strength of",99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,LAS TRES MELLIZAS,core,network,Sundays 9:30-10:00 am starting 11/30,5,0,30,4,8,"The enchanting adventures of a set of triplets who embark on adventures, battle villains and discover secrets held in great classics of literature and fairy tales. It teaches the value of friendship, consideration, social themes and ecological themes foun",99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,DRAGON TALES,non-core,network,Saturdays 6-6:30 am & 6:30-7 am from 10/4-11/22 and Sundays 6-6:30 & 6:30-7 am from 10/5-11/23,32,0,30,4,8,Dragon Tales is designed to increase children's collection of strategies to deal with the everyday challenges of growing up. It encourages young children to pursue the challenging experiences that support their growth and development. It helps young child,99,n/a,n/a,n/a,
2003,WNEU,Telemundo,Boston,3.8,analog,JACKIE CHAN'S ADVENTURES,non-core,network,Saturdays 6-6:30 am & 6:30-7 am from 10/4-11/29 and Sundays 6-6:30 & 6:30-7 am starting 11/29,20,0,30,8,12,"Jackie Chan is no ""Superman"", he is somewhat ordinary man, of average stature, who speaks plainly. He is, however, super in the way each of us has the power to be. By means of Jackie's overarching empathy and concern for others, his underlying strength of",99,n/a,n/a,n/a,
2003,WPXG,PAX  TV,Boston,3,analog,MIRACLE PETS,core,network,Wednesdays / October 1st - December 31st / 3:00 p.m. ET,14,0,60,13,16,"Miracle Pets is a one-hour live-action program. This show is designed to meet the educational and informational needs of children between the ages of 13 and 16. Each episode explores different short re-enactments of pets/animals doing heroic, extraordinar",99,n/a,n/a,n/a,
2003,WPXG,PAX  TV,Boston,3,analog,MIRACLE PETS,core,network,Saturdays / October 4th - December 27th / 6:00 p.m. ET,13,0,60,13,16,"Miracle Pets is a one-hour live-action program. This show is designed to meet the educational and informational needs of children between the ages of 13 and 16. Each episode explores different short re-enactments of pets/animals doing heroic, extraordinar",99,n/a,n/a,n/a,
2003,WPXG,PAX  TV,Boston,3,analog,ANIMAL TAILS,core,network,Sundays / October 5th - December 28th / 6:00 p.m. ET,13,0,60,13,16,"Animal Tails is a one-hour, taped television program with a live, participating audience. This show is designed to meet the educational and informational needs of children between the ages of 13 and 16. Each episode follows the host, Mark Curry, as he spe",99,n/a,n/a,n/a,
2003,WSBK,UPN,Boston,3,analog,BERENSTAIN BEARS,core,syndicated,Saturdays 7:00am - 7:30am,12,1,30,3,6,"The wonderful Berenstain Bears of classic children's book fame comes to the television screen to educate and entertain 3 - 6-year-olds & uses the prosocial messages about family, friends, and the problems and issues of early childhood. Focusing on family and friendship, Mama, Papa, Sister, and Brother Bear encounter a host of problems and issues important to most young children (and their parents). Ranging from why politeness matters, through not letting one's imagination control them, to why it's important to tell the truth, the Bear Cubs ask the same kinds of questions and learn the same kinds of lessons that children everywhere must grapple with. The Berenstain Bears is a series that celebrates family, friendship, and respect for others and addresses many of the questions that young children have always raised, at the same time that it engages and delights young viewers.",1,n/a,n/a,n/a,
2003,WSBK,UPN,Boston,3,analog,ALL DOGS GO TO HEAVEN,core,syndicated,Saturdays 7:30am - 8:00am,13,0,30,7,10,"All Dogs Go To Heaven entertains and engages young grade-school children while promoting positive pro-social models of life-skills and character development. All Dogs Go To Heaven uses highly entertaining and engaging stories and characters to present prosocial messages aimed at promoting young children's social and emotional development. The vehicle is the ongoing saga of Charlie Barkin and Itchy Itchford, two dogs who return to earth from heaven in the role of reluctant guardian angels. Charlie, a street-smart, wisecracking, dog-of-all-scams was not ready to go to heaven - he was having too much fun on earth. Anabelle, the arc-angel in charge of dogs, gives him a choice: He can return to earth, but only as a Guardian Angel, charged with doing - and being - good! No more scams; no more wise guy antics. Given that the options range from zero to none, Charlie accepts the challenge, and the always loyal Itchy joins him. Not surprisingly, Charlie is constantly torn between his role as a guardian angel and his yearnings for his pre-angelic, down-and-dirty, dog-about-town life. He constantly confronts situations and dilemmas that highlight the kinds of social and character issues that are fundamental to developing children. These include such issues as: honesty versus lying, selfishness versus selflessness, bragging, taking the perspective of others, cheating, winning at all costs, respecting other's individuality, being honest about your feelings, to mention just a few. Charlie's struggle to do the right thing reflects the kinds of struggles young children often confront in social and/or emotional situations in their own lives. Fortunately, Itchy is frequently there to help Charlie, and young viewers, understand just what the right thing is. As attractive characters engaging in exciting, humorous adventures, Charlie and Itchy serve as excellent models to help young viewers learn what ""all dogs"" and ""all people"" should ultimately learn...if they want to go to heaven, that is.",99,n/a,n/a,n/a,
