Year,Call Sign,Network Affiliation,Nielsen DMA,Ave. # of Analog hours,Analog or Digital,Title of EI programs,Core or Non-core,Origin of Program,Regular schedule of Program,Total times aired,Number of pre-emptions,Length of Program (in minutes),Age of Target Audience From,Age of Target Audience To,Description of Program,Number of pre-emptions rescheduled,Ave. # of hours of all digital programming per week,Ave. # of hours per week of digital Core Programming per week,Y or N to Q 11 in Digital Core Programming: At least 50% of the Core Programming had not already aired within the previous seven days,
2002,KPTV,FOX,"Portland, OR",3.7,Analog,Sherlock Holmes in the 22nd Century - A,Core,Network,Saturdays/9:00am,12,1,30 minutes,9 years,11 years,"In every episode, the Stargate Explorers enter another new world. About the only things they can be sure of are that they will encounter life forms and cultures very different from their own, that they will face problems that require functioning smoothly ",0,N/A,N/A,N/A,
2002,KPTV,FOX,"Portland, OR",3.7,Analog,Sherlock Holmes in the 22nd Century - B,Core,Network,Saturdays/9:30am,12,1,30 minutes,9 years,11 years,The series is designed to build problem-solving and informational management skills and to model the pro-social values and behaviors associated with enduring friendships and effective teamwork. Problem solving themes are illustrated in each episode which ,0,N/A,N/A,N/A,
2002,KPTV,FOX,"Portland, OR",3.7,Analog,Archie's Weird Mysteries - A,Core,Network,Saturdays/10:00am,12,1,30 minutes,9 years,11 years,"Each week Archie and the gang negotiate their way through yet another ""weird mystery."" They encounter many of the same problems and issues confronting today's pre-teens: How to get along with other; how to build and maintain self-confidence; what kinds of",0,N/A,N/A,N/A,
2002,KPTV,FOX,"Portland, OR",3.7,Analog,Archie's Weird Mysteries - B,Core,Network,Saturdays/10:30am,12,1,30 minutes,9 years,11 years,"Each week Archie and the gang negotiate their way through yet another ""weird mystery."" They encounter many of the same problems and issues confronting today's pre-teens: How to get along with other; how to build and maintain self-confidence; what kinds of",0,N/A,N/A,N/A,
2002,KPTV,FOX,"Portland, OR",3.7,Analog,Under the Helmet,Core,Network,Saturdays/11:00am,13,1,30 minutes,13 years,16 years,"NFL Under the Helmet showcases the pro-social on and off the field activities of the NFL's leading players and coaches. Working with the National Association for Sports and Physical Education, the program (1) educates teens about dedication, hard work, te",1,N/A,N/A,N/A,
2002,KPTV,FOX,"Portland, OR",3.7,Analog,Pet Shop,Core,Network,Saturdays/11:30am  ,12,1,30 minutes,13 years,16 years,"Show host Matt Morrone guides viewers through the fun and frenetic world of pets. With unique advice and helpful hints on anything, from supplementing a lizard's diet with peach baby food or housebreaking a puppy, this modern-day Dr. Doolittle presents a ",0,N/A,N/A,N/A,
2002,KPTV,FOX,"Portland, OR",3.7,Analog,Archie's Weird Mysteries - C,Core,Network,Saturdays/noon,12,1,30 minutes,9 years,11 years,"Each week Archie and the gang negotiate their way through yet another ""weird mystery."" They encounter many of the same problems and issues confronting today's pre-teens: How to get along with other; how to build and maintain self-confidence; what kinds of",0,N/A,N/A,N/A,
2002,KPTV,FOX,"Portland, OR",3.7,Analog,Any Place Wild,Core,Syndicated,Saturdays/12:30pm,12,1,30 minutes,13 years,16 years,This program is a family-oriented outdoor adventure series targeted to reach children 13-16 years of age. The program takes the viewer to a new wilderness destination for a half hour of self propelled travel in one of the world's most spectacular places. ,0,N/A,N/A,N/A,
2002,KPXG,PAX,"Portland, OR",3,Analog,Miracle Pets,Core,Network,Fridays/1:00pm PT (Oct 4 - Dec 27),13,0,60 minutes,13 years,16 years,"Miracle Pets is a one (1) hour live-action program. This show is designed to meet the educational and informational needs of children between the ages of 13 and 16. Each episode explores different short re-enactments of pets/animals doing heroic, extraord",99,N/A,N/A,N/A,
2002,KPXG,PAX,"Portland, OR",3,Analog,Unbelievable Animal Rescues,Core,Network,Sundays/5:00pm PT (Oct 6 - Oct 27),4,0,60 minutes,13 years,16 years,Unbelievable Animal Rescues is a one (1) hour live-action program. This show is designed to meet the educational and informational needs of children between the ages of 13 and 16. Each episode explores different short re-enactments of pets/animals resuing,99,N/A,N/A,N/A,
2002,KPXG,PAX,"Portland, OR",3,Analog,Miracle Pets,Core,Network,Sundays/5:00pm PT (Nov 3 - Dec 29),9,0,60 minutes,13 years,16 years,"Miracle Pets is a one (1) hour live-action program. This show is designed to meet the educational and informational needs of children between the ages of 13 and 16. Each episode explores different short re-enactments of pets/animals doing heroic, extraord",99,N/A,N/A,N/A,
2002,KPXG,PAX,"Portland, OR",3,Analog,Miracle Pets,Core,Network,Sundays/6:00pm PT (Oct 6 - Dec 29),13,0,60 minutes,13 years,16 years,"Miracle Pets is a one (1) hour live-action program. This show is designed to meet the educational and informational needs of children between the ages of 13 and 16. Each episode explores different short re-enactments of pets/animals doing heroic, extraord",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Superbook,Core,Syndicated,Mon - Thu/10:00am,53,0,30 minutes,5 years,10 years,"SUPERBOOK is an animated series that teaches history by portraying Biblical figures and events. Children are taught forgiveness, love, obedience to authority, and how to overcome trial and adversity.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Flying House,Core,Syndicated,Mon - Fri/10:30am,53,0,30 minutes,4 years,8 years,"FLYING HOUSE is an animated series that teaches history by portraying Biblical events and characters as a couple of kids and a robot go back through time searching for their lost dog. In their encounters, they are taught how to deal with anger and bittern",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Latino Superbook,Core,Syndicated,Wednesdays/3:30pm,13,0,30 minutes,5 years,10 years,"The program is the same as program #1 (SUPERBOOK), but it is in the Spanish language for our Hispanic population.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Nana Puddin',Core,Network,Mon - Fri/2:00pm; Saturdays/7:30am,68,11,30 minutes,5 years,10 years,"NANA PUDDIN' teaches children basic core values such as being kind to others, accepting others, honesty, and being a good role model. It is cleverly done using a variety of actors, singers, and a ventriloquist.",0,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Black Buffalo's Pow Wow,Core,Network,Mondays/3:30pm,13,0,30 minutes,6 years,12 years,"Black Buffalo, who is a real American Indian, teaches kids good morals and values such as honesty, loving your neighbor, and obeying your parents from an Indian longhouse.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Davy & Goliath,Core,Network,Mondays/2:30pm; Saturdays/7:00am,26,1,30 minutes,3 years,6 years,"Davy & Goliath teach sharing, forgiveness, values, honesty, and loving others.",0,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Just Kids,Core,Network,Saturdays/10:00am,13,0,30 minutes,5 years,10 years,"JUST KIDS teaches values, patience, helping others, good health, friendship, and nutrition through a variety of methods such as puppets, ventriloquism, a cooking corner, and on-location shoots.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Gerbert,Core,Network,Fridays/2:30pm,12,1,30 minutes,3 years,6 years,"GERBERT is a lovable character that teaches appreciation of books, reading, fairness, friendship, and honesty.",0,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Gospel Bill,Core,Syndicated,Thursdays/3:30pm,13,0,30 minutes,6 years,12 years,"The setting of this program is an old Western town where GOSPEL BILL is sheriff. He, and the rest of the townspeople teach children life lessons including respect, honesty, a positive attitude, healthy living, how to deal with anger, how not to exact reve",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Worship for Kids,Core,Network,Saturdays/1:00pm,13,0,30 minutes,3 years,12 years,"Through a number of well done segments, WORSHIP FOR KIDS teaches about love, patience, good behavior, obedience to authority, and kindness to others. It uses music, a zoo segment, and also teaches respect.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Sonshiny Day,Core,Network,Satudays/12:30pm,13,0,30 minutes,2 years,7 years,"Through a clubhouse approach, honesty, good behavior, manners, being a friend, and respect is taught.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Sunshine Factory,Core,Network,Saturdays/noon,13,0,30 minutes,5 years,9 years,"SUNSHINE FACTORY is a cleverly done program about a fix-it shop which teaches life lessons to kids including honesty, obedience, discipline, and good habits.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Joy Junction,Core,Network,Saturdays/10:30am,13,0,30 minutes,2 years,7 years,"JOY JUNCTION teaches children how to say and do the right things, to develop good habits, how to break bad habits, and how to make love a priority. It also teaches good role modeling, and patriotism.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Becky's Barn,Core,Network,Saturdays/11:30am,13,0,30 minutes,3 years,7 years,"BECKY'S BARN is about a talking cow in a barn with human characters who interact with her teaching children good manners, the alphabet, numbers, diligence, and honesty.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Straight Talk From Teens,Core,Network,Saturdays/9:00pm,13,1,30 minutes,12 years,16 years,"This is a hard-hitting discussion show hosted by Mike Romanowski who talks with teens about issues that confront teens including sex, drugs, alcohol, parents, and gangs.",0,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Flip Flip Shop,Core,Network,Thursdays/2:30pm,12,1,30 minutes,4 years,10 years,"Former Olympic Champion Gymnist Mary Lou Retton teach young people values, honesty, good health, exercise and morals through this fast paced kid's program.",0,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Cherub Wings,Core,Network,Wednesdays/2:30pm,12,1,30 minutes,4 years,10 years,This program uses delightful cherub angels to teach values and morals.,0,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Bloodhounds,Core,Network,Tuesdays/2:30pm,13,1,30 minutes,8 years,13 years,Bloodhounds is a detective program that teaches values starring Richard Thomas.,0,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Truthquest CA,Core,Network,Saturdays/9:30pm,13,0,30 minutes,10 years,16 years,A group of teens seeks true truth about life in this Christian reality series.,99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,The Zone,Core,Network,Saturdays/8:00pm,13,0,30 minutes,12 years,16 years,"This is a hard-hitting, youth-oriented program that teaches teens to avoid drugs, alcohol,and premarital sex and to have respect for others.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Straight Talk From Teens,Core,Network,Saturdays/9:00pm,13,0,30 minutes,10 years,16 years,Straight Talk for Teens is ahard-hitting youth-oriented program where teens talk to teens about their important life issues.,99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Sew/Young Fun,Core,Network,Tuesdays 11:30am,14,0,30 minutes,8 years,16 years,This program seeks to show teenagers that sewing and crafting is a fun and rewarding hobby.,99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Just the Facts,Non-Core,Network,Sundays 11pm,13,0,30 minutes,10 years,16 years,"Host Rod Hembree teaches young people to be humble, responsibe, have good attitudes, good judgments, what love is, friendship and good morals.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Action House,Non-Core,Network,Sundays/10:30pm,12,1,30 minutes,10 years,16 years,"Action House uses music videos to teach honesty, morality and values to teens.",N/A,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Acquire the Fire,Non-Core,Network,Sundays/10:00pm,12,1,30 minutes,10 years,16 years,"Acquire The Fire uses a variety of teaching methods including skits, preaching and discussion to teach life lessons to teens.",N/A,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,One Cubed,Non-Core,Syndicated,Fridays/11:00pm,13,0,60 minutes,10 years,16 years,"One Cubed uses music videos to teach values, morals, good judgment while targeting teens with anti-drug, anti-smoking and anti-drinking messages.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Café Video,Non-Core,Network,Mondays/midnight,13,1,30 minutes,12 years,16 years,"Cafe Video uses music videos to teach young people good morals, good judgment, and other valuable life lessons.",N/A,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,This Generation,Non-Core,Network,Saturdays/10:30pm,13,0,30 minutes,13 years,16 years,"This program uses music videos to teach good values, good attitudes, good judgment and what real love is to teens.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Studio 8:28,Non-Core,Network,Saturdays/10:00pm,13,0,30 minutes,12 years,16 years,"Studio 8:28 is hosted by former youth pastor Al Dennison and is another hard-hitting youth-oriented program targeting drugs, morality, parents, right choices, colleges and careers.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,In Your Face,Non-Core,Network,Saturdays/11:00pm,13,0,30 minutes,12 years,16 years,In Your Face is a hard-hitting youth-oriented program that teaches positive life lessons to teens.,99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,On the air,Non-Core,Network,Saturdays/11:30pm,13,0,30 minutes,13 years,16 years,This is a youth-oriented program utilizing a variety of teaching methods including music videos to teach teens the right way.,99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Kids Like You,Non-Core,Network,Saturdays/3:00am,13,0,30 minutes,3 years,10 years,"Kids Like You teaches cooking, educates, demonstrates good character traits like honesty, friendship and obedience.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Just Kids,Non-Core,Network,Saturdays/3:30am,13,0,30 minutes,5 years,10 years,"Just Kids teaches patience, values, helping others, friendship, health and nutrition and loving others through puppets, ventriloquism, a cooking corner and on-location shoots.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Gerbert,Non-Core,Network,Saturdays/4:00am,13,0,30 minutes,3 years,6 years,"Gerbert is a lovable character that teaches the appreciation of books, reading, fairness, friendship and honesty.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Seemore's Playhouse,Non-Core,Network,Saturdays/4:30am,13,0,30 minutes,4 years,10 years,This program uses a lovable seal to teach safety.,99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Cherub Wings,Non-Core,Network,Saturdays/5:00am,13,0,30 minutes,4 years,10 years,This program uses delightful cherub angels to teach values and morals.,99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Nana Puddin',Non-Core,Network,Saturdays/5:30am,13,0,30 minutes,4 years,10 years,"'Nana Puddin' teaches children values such as being kind to each other, accepting others, honesty, being a friend, and being a good role model using ventriloquism, puppets, actors and music.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Davy & Goliath,Non-Core,Network,Satudays/6:30am,13,0,30 minutes,3 years,6 years,"Davy and Goliath teach sharing, forgivness, honesty and loving others.",99,N/A,N/A,N/A,
2002,KRHP-LP,"Family Net, Worship, Cornerstone & World Harvest","Portland, OR",19.7,Analog,Flip Flip Shop,Non-Core,Network,Saturdays/6:00am,13,0,30 minutes,4 years,10 years,"Former Olympic Champion Gymnist Mary Lou Retton teachs young people good morals, values, good health and exercise in this fast paced children's program.",99,N/A,N/A,N/A,
2002,KWBP,Warner Bros.,"Portland, OR",3.5,Analog,City Guys,Core,Syndicated,Mon - Fri/9:30am (10/1/02 - 12/31/02),66,0,30 minutes,13 years,16 years,"""CITY GUYS"" was produced in consultation with an educational consultant, focusing on the learning process of teenagers about the realities of life, and that actions have consequences. The show follows the encounters and problem-solving of five teenagers, ",99,N/A,N/A,N/A,
2002,KWBP,Warner Bros.,"Portland, OR",3.5,Analog,High Five Challenge TV Game Show,Core,Local,Saturdays/11:00am (10/5/02 - 12/28/02),13,0,30 minutes,13 years,16 years,"HIGH FIVE offers the opportunity to reach out, recognize and reward today's good kids...tomorrows leaders. Teams of five to seven students from high schools in Oregon, Washington and British Columbia compete in this academic-themed game show. Each week 50",99,N/A,N/A,N/A,
2002,KWBP,Warner Bros.,"Portland, OR",3.5,Analog,Teen Talk,Core,Syndicated,Saturdays/11:30am (10/5/02 - 12/28/02),13,0,30 minutes,13 years,16 years,"Teen Talk focuses on a social, emotional, or educational issue of importance to the young teen community, such as image, social acceptance and drugs. Issues are chosen by the producers with the assistance of trained child psychologists and experienced tea",99,N/A,N/A,N/A,
2002,KWBP,Warner Bros.,"Portland, OR",3.5,Analog,Animal Rescue,Non-Core,Syndicated,Saturdays/6:00am (10/5/02 - 12/28/02),13,0,30 minutes,9 years,16 years,"This half-hour program educates young viewers about animals, their habitats, development and behavior, as well as, promoting awareness of important environmental issues. It demonstrates compassion for all living creatures while providing information on me",99,N/A,N/A,N/A,
2002,KWBP,Warner Bros.,"Portland, OR",3.5,Analog,Baby Looney Tunes,Non-Core,Syndicated,Saturdays/6:30am (10/5/02 - 12/28/02),13,0,30 minutes,2 years,5 years,"""Baby Looney Tunes"" uses fantasy and fun to provide young viewers with an enticing model for learning, growing and being. By focusing on the relationships, activities and concerns of a group of baby animal characters, the series provides the young viewing",99,N/A,N/A,N/A,
